7.500000000000001110e-02 4.196676730521422538e-01 -1.151595561392490356e-02 1.000499870017789394e+00 5.561499702432567416e-01
1.250000000000000000e-01 4.188845235951799140e-01 -1.973026704323374569e-02 1.001428574049121778e+00 5.566810528497208033e-01
1.749999999999999889e-01 4.176987884071997614e-01 -2.767290575843635997e-02 1.002808575814260861e+00 5.574805828608166980e-01
2.249999999999999778e-01 4.161194933800950735e-01 -3.547735811108827103e-02 1.004636950289869768e+00 5.585448442247967771e-01
2.749999999999999667e-01 4.141532716490792798e-01 -4.314814470577326561e-02 1.006906690079611977e+00 5.598706146178565879e-01
3.249999999999999556e-01 4.118071720203322905e-01 -5.066920757800248698e-02 1.009608346450329375e+00 5.614542595697973315e-01
3.749999999999999445e-01 4.090891941627946005e-01 -5.801964171900519940e-02 1.012730362261294648e+00 5.632915570182348564e-01
4.249999999999999334e-01 4.060084180020737676e-01 -6.517746906215240998e-02 1.016259178186146084e+00 5.653776523512005214e-01
4.749999999999999223e-01 4.025750211683190027e-01 -7.212088198960235619e-02 1.020179284535199127e+00 5.677070495061879996e-01
5.249999999999999112e-01 3.988002555949035632e-01 -7.882877794836821994e-02 1.024473261333649576e+00 5.702736158206942463e-01
5.749999999999999556e-01 3.946964043775579856e-01 -8.528105123948402644e-02 1.029121821188689889e+00 5.730705940942999455e-01
6.250000000000000000e-01 3.902767267906578352e-01 -9.145878840695638445e-02 1.034103861645605305e+00 5.760906196949163727e-01
6.750000000000000444e-01 3.855553947666718884e-01 -9.734441944886905451e-02 1.039396531081456576e+00 5.793257419954639387e-01
7.250000000000000888e-01 3.805474224606270051e-01 -1.029218452812905860e-01 1.044975311076167257e+00 5.827674499542383479e-01
7.750000000000001332e-01 3.752685898484909854e-01 -1.081765497531302495e-01 1.050814117568945383e+00 5.864067018421734723e-01
8.250000000000001776e-01 3.697353610386869827e-01 -1.130956993884204564e-01 1.056885422594305401e+00 5.902339591686948106e-01
8.750000000000002220e-01 3.639647978833821518e-01 -1.176682316673416800e-01 1.063160397863039508e+00 5.942392248380985453e-01
9.250000000000002665e-01 3.579744694683758555e-01 -1.218849314766119463e-01 1.069609080858750172e+00 5.984120855109884562e-01
9.750000000000003109e-01 3.517823580960285357e-01 -1.257384947390403906e-01 1.076200563445682379e+00 6.027417580649080397e-01
1.025000000000000355e+00 3.454067624341797260e-01 -1.292235779098083737e-01 1.082903202233746587e+00 6.072171399533321523e-01
1.075000000000000400e+00 3.388661985736753923e-01 -1.323368318908084151e-01 1.089684849139904932e+00 6.118268631586410988e-01
1.125000000000000444e+00 3.321792998100532857e-01 -1.350769189150778926e-01 1.096513099749408804e+00 6.165593513277486393e-01
1.175000000000000488e+00 3.253647160348917544e-01 -1.374445110690829808e-01 1.103355556251175651e+00 6.214028795736202815e-01
1.225000000000000533e+00 3.184410136838718430e-01 -1.394422693398542357e-01 1.110180100939642811e+00 6.263456363268341542e-01
1.275000000000000577e+00 3.114265772367847407e-01 -1.410748023875323942e-01 1.116955175584147142e+00 6.313757865333542441e-01
1.325000000000000622e+00 3.043395132950900139e-01 -1.423486046406552408e-01 1.123650061409236178e+00 6.364815354222543853e-01
1.375000000000000666e+00 2.971975582713834996e-01 -1.432719737765427159e-01 1.130235154044526569e+00 6.416511920142088377e-01
1.425000000000000711e+00 2.900179907093287657e-01 -1.438549081629650894e-01 1.136682227622789476e+00 6.468732315113938647e-01
1.475000000000000755e+00 2.828175492103713884e-01 -1.441089853763019568e-01 1.142964682251624620e+00 6.521363557042713088e-01
1.525000000000000799e+00 2.756123568742922525e-01 -1.440472234489504899e-01 1.149057769366407467e+00 6.574295505516957183e-01
1.575000000000000844e+00 2.684178530651374350e-01 -1.436839270067113983e-01 1.154938789985015646e+00 6.627421401377601162e-01
1.625000000000000888e+00 2.612487331944614577e-01 -1.430345209076985258e-01 1.160587261608493348e+00 6.680638362803641428e-01
1.675000000000000933e+00 2.541188970736382724e-01 -1.421153743630056976e-01 1.165985050413153035e+00 6.733847831600021649e-01
1.725000000000000977e+00 2.470414062308667891e-01 -1.409436187854907485e-01 1.171116466414148460e+00 6.786955964490015702e-01
1.775000000000001021e+00 2.400284504219402926e-01 -1.395369627622959074e-01 1.175968320395759825e+00 6.839873965468087347e-01
1.825000000000001066e+00 2.330913233929158557e-01 -1.379135075720057391e-01 1.180529942542823951e+00 6.892518356607613139e-01
1.875000000000001110e+00 2.262404077837249505e-01 -1.360915665691543874e-01 1.184793163814361616e+00 6.944811186087037624e-01
1.925000000000001155e+00 2.194851689005199447e-01 -1.340894915450106806e-01 1.188752262122113379e+00 6.996680173544719272e-01
1.975000000000001199e+00 2.128341569365950203e-01 -1.319255088585742641e-01 1.192403876268766538e+00 7.048058794147439299e-01
2.025000000000001243e+00 2.062950170916463266e-01 -1.296175677350259736e-01 1.195746891328912431e+00 7.098886303917563145e-01
2.075000000000001066e+00 1.998745069304655175e-01 -1.271832026734306953e-01 1.198782299698029963e+00 7.149107709874508165e-01
2.125000000000000888e+00 1.935785202372220515e-01 -1.246394114158091426e-01 1.201513042381371354e+00 7.198673689382956153e-01
2.175000000000000711e+00 1.874121165613821249e-01 -1.220025494300628899e-01 1.203943835247810679e+00 7.247540463748327610e-01
2.225000000000000533e+00 1.813795556159605027e-01 -1.192882413721184087e-01 1.206080984946221957e+00 7.295669631555015133e-01
2.275000000000000355e+00 1.754843356770823815e-01 -1.165113095374284008e-01 1.207932198994924100e+00 7.343027967508760634e-01
